Entry	Gene names
H0YKI0	DUT
H0YMM5	DUT
H0YMP1	DUT
H0YNJ9	DUT
H0YNW5	DUT
P33316	DUT
F8VP73	BLOC1S1
F8W606	BLOC1S1
G8JLQ3	BLOC1S1
H0YHA4	BLOC1S1
P78537	BLOC1S1 BLOS1 GCN5L1 RT14
Q12874	SF3A3 SAP61
E5RFZ0	ASCC3
J3KNJ4	ASCC3
Q8N3C0	ASCC3 HELIC1
A0A0S3Q2A7	GLA
A0A3B3IRU3	GLA
A0A3B3IUC4	GLA
P06280	GLA
Q53Y83	GLA hCG_20401
V9GYN5	GLA
A0A024R3N3	APLP2 hCG_2032871
E9PK76	APLP2
E9PPD0	APLP2
E9PQS3	APLP2
E9PSC7	APLP2
L8E7K0	APLP2
Q06481	APLP2 APPL2
Q9UED0	APLP2
F5H2X1	USP7
H3BMF6	USP7
H3BND8	USP7
H3BQD1	USP7
H3BRA2	USP7
H3BRI4	USP7
H3BTM1	USP7
H3BUV0	USP7
H3BVA7	USP7
I3L2D8	USP7
Q93009	USP7 HAUSP
A0A3B3ITJ4	HNRNPL
B4DVF8	HNRNPL
M0QXS5	HNRNPL
M0QYL7	HNRNPL
M0R1W6	HNRNPL
P14866	HNRNPL HNRPL P/OKcl.14
Q6NTA2	HNRNPL
A0A0C4DG06	LRPPRC
B8ZZ38	LRPPRC
C9JCA9	LRPPRC
E5KNY5	LRPPRC hCG_16810
H7C3W8	LRPPRC
P42704	LRPPRC LRP130
C9J5L1	U2SURP
C9JDJ7	U2SURP
E7ET15	U2SURP
E7EW00	U2SURP
H0Y8D9	U2SURP
H7C4V2	U2SURP
L8E737	U2SURP
O15042	U2SURP KIAA0332 SR140
U3KPT1	U2SURP
A0A024RAH8	DDX18 hCG_2005740
H7C452	DDX18
Q4ZG72	DDX18
Q53TI6	DDX18
Q9NVP1	DDX18 cPERP-D
G3V220	TCERG1 hCG_38116
O14776	TCERG1 CA150 TAF2S
A0A0A0MQS5	WDR83OS PTD008 hCG_172478
M0R1D5	WDR83OS
Q9Y284	WDR83OS C19orf56 CGI-140 My006 PTD008
F5H1S5	LTBR
F5H2E7	LTBR
F5H627	LTBR
F5H6F8	LTBR
P36941	LTBR D12S370 TNFCR TNFR3 TNFRSF3
Q75UT6	LTBR
A0A024RDR0	HMGB1 hCG_2020366
A0A286R9D9	HMGB1
A0A286R9F1	HMGB1
P09429	HMGB1 HMG1
Q5T7C4	HMGB1
F5GWD8	GOLT1B
F5GXH6	GOLT1B
F5H6U7	GOLT1B
G3V1U5	GOLT1B hCG_25051
Q9Y3E0	GOLT1B GCT2 GOT1A CGI-141 HDCMA39P UNQ432/PRO793
A0A024R2Z6	GNL3 hCG_17555
B4DMU5	GNL3
C9JYH9	GNL3
C9JZT7	GNL3
Q9BVP2	GNL3 E2IG3 NS
B2R491	RPS4X hCG_18634
P62701	RPS4X CCG2 RPS4 SCAR
Q96IR1	RPS4X
P62166	NCS1 FLUP FREQ
O15355	PPM1G PPM1C
Q6IAU5	PPM1G hCG_21229
Q96IN7	PPM1G
A0A0G2JM88	MCCC2
A0A0S2Z5R4	MCCC2
D6R9R1	MCCC2 hCG_37849
D6RD67	MCCC2
D6RDF7	MCCC2
Q9HCC0	MCCC2 MCCB
C9IZ32	TBC1D23
C9JAM5	TBC1D23
E9PGE5	TBC1D23
Q9NUY8	TBC1D23 NS4ATP1
A0A087WWN2	CUL4A
A0A0A0MR50	CUL4A
Q13619	CUL4A
A0A087WVY6	JKAMP
G3V2M4	JKAMP C14orf100 hCG_20984
G3V2R2	JKAMP
G3V372	JKAMP
G3V4D0	JKAMP
Q9P055	JKAMP C14orf100 JAMP CDA06 HSPC213 HSPC327
F8VZB1	ESYT1
Q9BSJ8	ESYT1 FAM62A KIAA0747 MBC2
J3KNC7	CYB5A
P00167	CYB5A CYB5
B7Z8L1	PPHLN1
F8VP48	PPHLN1
F8VPY7	PPHLN1
F8VRK2	PPHLN1
F8VWU8	PPHLN1
F8VXV7	PPHLN1
F8W0Q9	PPHLN1
F8W6A0	PPHLN1
F8WF16	PPHLN1
Q8NEY8	PPHLN1 HSPC206 HSPC232
F5H1N9	DDX47
Q9H0S4	DDX47
A0A0B4J1W3	NAA15
D6RAP7	NAA15
Q9BXJ9	NAA15 GA19 NARG1 NATH TBDN100
A0A087WY56	AKT1
A0A0S2Z3D6	AKT1
A0A142IKA9	AKT1
B0LPE5	AKT1 hCG_96740
G3V2I6	AKT1
G3V3X1	AKT1
G3V4I6	AKT1
P31749	AKT1 PKB RAC
X2CV47	AKT1
X2CVF3	AKT1
A0A024R6Z0	DYNC1LI2 hCG_28828
B4E2E0	DYNC1LI2
H3BU48	DYNC1LI2
H3BUM4	DYNC1LI2
J3KRI4	DYNC1LI2
J3KRZ2	DYNC1LI2
J3KSD2	DYNC1LI2
J3QKK5	DYNC1LI2
O43237	DYNC1LI2 DNCLI2 LIC2
A0A3B3IS23	COPA
A0A3B3IS84	COPA
A0A3B3ISC6	COPA
A0A3B3ISK1	COPA
A0A3B3IT15	COPA
A0A3B3ITI7	COPA
A0A3B3ITV3	COPA
A0A3B3ITX2	COPA
A0A3B3IU78	COPA
A0A3B3IU84	COPA
A0A3B3IU89	COPA
P53621	COPA
D6REC7	MTREX
H0Y8U3	MTREX
H0YAC4	MTREX
P42285	MTREX DOB1 KIAA0052 MTR4 SKIV2L2
B9ZVT2	ANXA7
P20073	ANXA7 ANX7 SNX OK/SW-cl.95
A0A024R169	TEX10 hCG_28750
A0A0A0MSR3	TEX10
Q9NXF1	TEX10 L18 Nbla10363
B5BU01	EIF2S2
P20042	EIF2S2 EIF2B
Q3B7I9	EIF2S2
Q6IBR8	EIF2S2 hCG_2018881
Q2YD88	FAM129B
Q96TA1	FAM129B C9orf88
Q9NPJ3	ACOT13 THEM2 HT012 PNAS-27
A0JLU4	YBX1
C9J5V9	YBX1
H0Y449	YBX1
P67809	YBX1 NSEP1 YB1
Q6PKI6	YBX1
C9IYK2	SMC4
C9J578	SMC4
C9J9E4	SMC4
C9JJ64	SMC4
C9JR83	SMC4
C9JVD8	SMC4
C9JWF0	SMC4
E9PD53	SMC4
F8WCB7	SMC4
Q58F29	SMC4
Q6NSG3	SMC4
Q6P169	SMC4
Q9NTJ3	SMC4 CAPC SMC4L1
B1AJQ6	STX12
Q6LEU0	STX12
Q86Y82	STX12
P26196	DDX6 HLR2 RCK
Q8IV96	DDX6
A0A024R9G4	FAM49B hCG_17915
A0A087X178	FAM49B
A0A1W2PRQ0	FAM49B
E5RFS4	FAM49B
E5RGI7	FAM49B
E5RH75	FAM49B
E5RHU5	FAM49B
E5RI16	FAM49B
E5RIR8	FAM49B
E5RJE1	FAM49B
E5RJL8	FAM49B
E5RK61	FAM49B
E5RK81	FAM49B
Q9NUQ9	FAM49B BM-009
H3BMB0	SF3B3
I3L4G7	SF3B3
J3QKV4	SF3B3
J3QL37	SF3B3
J3QRB2	SF3B3
Q15393	SF3B3 KIAA0017 SAP130
D6RBI1	SNF8
D6RFY6	SNF8
D6RJ86	SNF8
H0Y8S5	SNF8
I3L2X5	SNF8
I3L457	SNF8
K7EPV2	SNF8
Q96H20	SNF8 EAP30
B4E024	ZCCHC7 hCG_1811263
Q05DN1	ZCCHC7
Q8N3Z6	ZCCHC7 HSPC086
X6R4A7	ZCCHC7
H0Y5Z9	KIF2C
Q5JR89	KIF2C
Q5JR91	KIF2C
Q99661	KIF2C KNSL6
Q9BV86	NTMT1 C9orf32 METTL11A NRMT NRMT1 AD-003
S4R338	NTMT1
S4R344	NTMT1
S4R3J7	NTMT1
A0A087WWF1	SELENOM
Q8WWX9	SELENOM SELM
A0A024R8D4	MRPS2 hCG_28727
Q5T8A0	MRPS2
Q96Q47	MRPS2
Q9Y399	MRPS2 CGI-91
F8WF58	NIT2
F8WF70	NIT2
H7C579	NIT2
Q9NQR4	NIT2 CUA002
D3DU83	RPS2 hCG_1990006
E9PM36	RPS2
E9PMM9	RPS2
E9PPT0	RPS2
E9PQD7	RPS2
H0YE27	RPS2
H0YEN5	RPS2
H3BNG3	RPS2
I3L404	RPS2
P15880	RPS2 RPS4
Q3KQT6	RPS2
Q6IPX5	RPS2
Q8J014	rps2
Q8N5L9	RPS2
Q8NI61	OK/KNS-cl.7 RPS2 hCG_1990006
Q9BSW5	RPS2
M0QX27	PLAUR
M0QYR6	PLAUR
M0QYS6	PLAUR
M0R0H5	PLAUR
M0R0L1	PLAUR
M0R0Y4	PLAUR
M0R1I2	PLAUR
M0R2E9	PLAUR
M0R383	PLAUR
Q03405	PLAUR MO3 UPAR
Q6GY32	PLAUR
Q9UPI5	PLAUR
Q15056	EIF4H KIAA0038 WBSCR1 WSCR1
A0A0J9YVP6	PUF60
A0A0J9YVR6	PUF60
A0A0J9YWM1	PUF60
A0A0J9YXJ8	PUF60
A0A0J9YXX5	PUF60
A0A0J9YYL3	PUF60
E9PL19	PUF60
E9PMU7	PUF60
E9PN18	PUF60
E9PQ56	PUF60
H0YCP8	PUF60
H0YEM1	PUF60
Q9UHX1	PUF60 FIR ROBPI SIAHBP1
A0JLN5	SEC62
F8WCJ7	SEC62
F8WDG8	SEC62
F8WF48	SEC62
Q3KR08	SEC62
Q99442	SEC62 TLOC1
A0A0G2JKZ4	TMBIM6
F8VPI1	TMBIM6
F8VQQ5	TMBIM6
F8VQW0	TMBIM6
F8VR05	TMBIM6
F8VSI7	TMBIM6
F8VVJ4	TMBIM6
F8VX73	TMBIM6
F8VY06	TMBIM6
F8W086	TMBIM6
F8W1G3	TMBIM6
F8W1V3	TMBIM6
F8W201	TMBIM6
P55061	TMBIM6 BI1 TEGT
M0R0I6	EEF2
P13639	EEF2 EF2
Q6PK56	EEF2
A0A0G2JQA4	AP2A2
A0A0G2JQM1	AP2A2
A0A0G2JQT9	AP2A2
A0A0G2JRF9	AP2A2
A0A0G2JRS3	AP2A2
A0A0G2JS17	AP2A2
A0A0G2JS82	AP2A2
E9PNC4	AP2A2
E9PPY8	AP2A2
E9PPZ3	AP2A2
E9PQP4	AP2A2
E9PR62	AP2A2
E9PS94	AP2A2
H0YDE9	AP2A2
H0YEG0	AP2A2
O94973	AP2A2 ADTAB CLAPA2 HIP9 HYPJ KIAA0899
K7EJQ6	YIF1B
K7EPQ7	YIF1B
K7ERQ0	YIF1B
K7ERY2	YIF1B
Q5BJH7	YIF1B PP4519 UNQ3073/PRO9905
Q9H5F7	LOC541469 YIF1B hCG_1785221
A0A096LP11	LSM14A
A0A0G2JQ95	LSM14A
A0A140TA66	LSM14A
A0A140TA76	LSM14A
I3L4Q1	LSM14A
K7EMZ9	LSM14A
Q8ND56	LSM14A C19orf13 FAM61A RAP55 RAP55A
A0A0S2Z3Y3	AGFG1
A0A0S2Z3Z1	AGFG1
A0A0S2Z444	AGFG1
A0A0S2Z462	AGFG1
B8ZZY2	AGFG1
C9J2I0	AGFG1
H7C0S7	AGFG1
P52594	AGFG1 HRB RAB RIP
A0A2R8Y623	RPS7
B5MCP9	RPS7
P62081	RPS7
A0A3B3IT07	PDCD6IP
C9IZF9	PDCD6IP
F8WBR8	PDCD6IP
F8WDK9	PDCD6IP
F8WEQ7	PDCD6IP
Q8WUM4	PDCD6IP AIP1 ALIX KIAA1375
A0A0B4J1R6	TKT
A0A0S2Z4T2	TKT
A0A0S2Z5C0	TKT
E9PFF2	TKT
F8W888	TKT
F8WAX4	TKT
P29401	TKT
Q16832	DDR2 NTRKR3 TKT TYRO10
V9HWD9	HEL107 TKT hCG_16023
C9J0D1	H2AFV
C9J386	H2AFV
E5RJU1	H2AFV
Q71UI9	H2AFV H2AV
A0A024R7H1	IER2 hCG_26671
Q9BTL4	IER2 ETR101 PIP92
A0A024R6Q1	EIF5 hCG_25496
H0YK11	EIF5
H0YK29	EIF5
H0YLZ1	EIF5
H0YM54	EIF5
H0YMJ8	EIF5
H0YN40	EIF5
P55010	EIF5
Q05DF3	EIF5
Q32Q19	EIF5
Q6IBU0	EIF5
A0A024QZQ2	PSAP hCG_1787837
A0A0J9YXB8	PSAP
C9JIZ6	PSAP
L8EA14	PSAP
P07602	PSAP GLBA SAP1
Q5BJH1	PSAP
Q8IWL1	SFTPA2 COLEC5 PSAP SFTP1 SFTPA SFTPA2B
Q8IWL2	SFTPA1 COLEC4 PSAP SFTP1 SFTPA SFTPA1B
Q92688	ANP32B APRIL PHAPI2
D3DS63	IPO4 hCG_2014018
H0YK93	IPO4
H0YKG5	IPO4
H0YL92	IPO4
H0YLV0	IPO4
H0YMR4	IPO4
H0YN07	IPO4
H0YN14	IPO4
Q6I9Y8	IPO4
Q8TEX9	IPO4 IMP4B RANBP4
A0A140VKA0	CALD1 hCG_17453
C9J813	CALD1
C9JE79	CALD1
C9JEK3	CALD1
E7EX44	CALD1
E9PGZ1	CALD1
F8WE61	CALD1
Q05682	CALD1 CAD CDM
Q05DR4	CALD1
Q6P707	CALD1
Q6PJM5	CALD1
Q9NYG1	CALD1 hCG_17453
F6VDH7	ST13
F8WAQ7	ST13
H7C3I1	ST13
P50502	ST13 AAG2 FAM10A1 HIP SNC6
Q0IJ56	ST13
Q3KNR6	ST13
Q9P1I4	ST13
D6RCC5	CCNG1
D6RD30	CCNG1
D6RGX3	CCNG1
E7ERZ1	CCNG1
P51959	CCNG1 CCNG CYCG1
G8JLG1	SMC1A
H0Y7K8	SMC1A
Q14683	SMC1A DXS423E KIAA0178 SB1.8 SMC1 SMC1L1
Q5H934	SMC1A RP6-29D12.1-003
Q68EN4	SMC1A
Q6P2R1	SMC1A
V9GY57	SMC1A
V9GYN9	SMC1A
A0A0A0MTL8	SLC39A1
L8ECE7	SLC39A1
Q5T4K2	SLC39A1
Q5T4K3	SLC39A1
Q5T4K4	SLC39A1
Q6IAD8	SLC39A1
Q9NY26	SLC39A1 IRT1 ZIP1 ZIRTL CGI-08 CGI-71
A0A1W2PS02	POMP C13orf12 hCG_30945
Q9Y244	POMP C13orf12 UMP1 HSPC014 HSPC036 PNAS-110
Q96DI7	SNRNP40 PRP8BP SFP38 WDR57
Q9NSS8	SNRNP40 DKFZp434D199 WDR57 hCG_20041
A0A0S2Z511	SUCLA2
A0A0U1RQF8	SUCLA2
A0A0U1RQL1	SUCLA2
A0A0U1RQU7	SUCLA2
A0A0U1RRI1	SUCLA2
A0A2R8Y5P4	SUCLA2
A0A2R8Y5P6	SUCLA2
A0A2R8Y6E6	SUCLA2
A0A2R8Y6Y7	SUCLA2
A0A2R8YDQ9	SUCLA2
A0A2R8YF84	SUCLA2
B4DRV2	SUCLA2
B7ZAF6	SUCLA2 hCG_30751
E5KS55	SUCLA2
E5KS60	SUCLA2
Q5T9Q5	SUCLA2
Q5T9Q8	SUCLA2
Q7Z503	SUCLA2
Q9P2R7	SUCLA2
E5RFK5	CCNC
E5RFX8	CCNC
E5RHL8	CCNC
E5RI39	CCNC
E5RIH8	CCNC
G5E954	CCNC hCG_1757197
H0YBQ5	CCNC
J3KP90	CCNC
P24863	CCNC
Q05CF7	CCNC
Q5JV82	CCNC
Q7Z4L3	CCNC hCG_1757197
A0A1W2PNP0	PIGT
A0A1W2PNS2	PIGT
A0A1W2PNW9	PIGT
A0A1W2PNZ5	PIGT
A0A1W2PP03	PIGT
A0A1W2PP13	PIGT
A0A1W2PP53	PIGT
A0A1W2PP57	PIGT
A0A1W2PP91	PIGT
A0A1W2PP98	PIGT
A0A1W2PPC3	PIGT
A0A1W2PPI8	PIGT
A0A1W2PPK4	PIGT
A0A1W2PPQ7	PIGT
A0A1W2PPR6	PIGT
A0A1W2PPS0	PIGT
A0A1W2PPU8	PIGT
A0A1W2PQ29	PIGT
A0A1W2PQ50	PIGT
A0A1W2PQ52	PIGT
A0A1W2PQA4	PIGT
A0A1W2PQI9	PIGT
A0A1W2PQL3	PIGT
A0A1W2PQL9	PIGT
A0A1W2PQN1	PIGT
A0A1W2PQY1	PIGT
A0A1W2PR22	PIGT
A0A1W2PR34	PIGT
A0A1W2PR70	PIGT
A0A1W2PR73	PIGT
A0A1W2PR92	PIGT
A0A1W2PRB4	PIGT
A0A1W2PRG1	PIGT
A0A1W2PRH2	PIGT
A0A1W2PRH8	PIGT
A0A1W2PRL6	PIGT
A0A1W2PRV7	PIGT
A0A1W2PRZ8	PIGT
A0A1W2PSC5	PIGT
B7Z7C5	PIGT
F6W983	PIGT hCG_38369
H7C2Y2	PIGT
Q969N2	PIGT CGI-06 PSEC0163 UNQ716/PRO1379
A0A024R640	AGPAT5 hCG_22281
E5RH21	AGPAT5
H0YAW1	AGPAT5
H0YC22	AGPAT5
Q6NUM7	AGPAT5
Q9NUQ2	AGPAT5
D3DU92	RNPS1 rnps1 hCG_1989969
H3BMM9	RNPS1
H3BMS0	RNPS1
H3BNI3	RNPS1
H3BNU7	RNPS1
H3BP82	RNPS1
H3BPG5	RNPS1 hCG_1989969
H3BRK4	RNPS1
H3BTC0	RNPS1
H3BTR6	RNPS1
H3BTV0	RNPS1
H3BTY0	RNPS1
H3BUG0	RNPS1
H3BUL0	RNPS1
H3BV80	RNPS1
Q15287	RNPS1 LDC2
A0A087WUC6	SPCS2
E9PI68	SPCS2
E9PL01	SPCS2
E9PRB9	SPCS2
H0YE04	SPCS2
Q15005	SPCS2 KIAA0102 SPC25
A0A0A0MSN9	NELFE
A0A0A0MT02	NELFE
A0A0G2JI50	NELFE
A2ABK4	NELFE
E7ENC7	NELFE
E7EWR7	NELFE
E9PD43	NELFE
P18615	NELFE RD RDBP
A0A0G2JH68	DIAPH1
A0A140T8Z0	DIAPH1
A0A1E1ERW3	DIAPH1 DIA1
A0A2R8Y5N1	DIAPH1
A0A2R8YEF8	DIAPH1
A0RZB7	DIAPH1
A0RZB8	DIAPH1
B4E2I7	DIAPH1
H7C2W8	DIAPH1
H9KV28	DIAPH1
O60610	DIAPH1 DIAP1
Q96IL1	DIAPH1
A6NDF3	PBDC1
Q9BVG4	PBDC1 CXorf26
A0A024R6C0	NPC2 hCG_21712
E7EMS2	NPC2
G3V2V8	NPC2
G3V3D1	NPC2
G3V3E8	NPC2
H0YIZ1	NPC2
H0YJE2	NPC2
J3KMY5	NPC2
P61916	NPC2 HE1
A0A0K0TMV9	FOS VIM
A0A0S2Z4T0	VIM
A0A1B0GTT5	VIM
A0A1B0GVG8	VIM
B0YJC4	VIM
B0YJC5	VIM
P08670	VIM
V9HWE1	HEL113 VIM
C9IZA5	VCP
C9JUP7	VCP
P55072	VCP
Q0IIN5	VCP
Q96IF9	VCP
Q9HAP0	VCP
Q9HAP1	VCP
A0A0S2Z4W1	SRRM1 hCG_96287
A0A0S2Z4Z6	SRRM1
A9Z1X7	SRRM1
E9PCT1	SRRM1
M0QXG5	SRRM1
M0R088	SRRM1
M0R1E7	SRRM1
Q8IYB3	SRRM1 SRM160
F5H157	RAB35
F5H7F8	RAB35
Q15286	RAB35 RAB1C RAY
A0A286YER3	PHGDH
A0A286YEZ0	PHGDH
A0A286YF22	PHGDH
A0A286YF34	PHGDH
A0A286YF78	PHGDH
A0A286YFA2	PHGDH
A0A286YFB2	PHGDH
A0A286YFC8	PHGDH
A0A286YFE1	PHGDH
A0A286YFF3	PHGDH
A0A286YFK5	PHGDH
A0A286YFL2	PHGDH
A0A286YFM8	PHGDH
A0A2C9F2M7	PHGDH
O43175	PHGDH PGDH3
Q8N5M8	PHGDH
C9JCL9	THOC5
C9JXG5	THOC5
C9JXU6	THOC5
F5GZF3	THOC5
F8WCP5	THOC5
F8WES8	THOC5
H7C072	THOC5
H7C441	THOC5
Q13769	THOC5 C22orf19 KIAA0983
F8WE13	SMARCC1
Q05BW5	SMARCC1
Q05CR1	SMARCC1
Q58EY4	SMARCC1
Q92922	SMARCC1 BAF155
A0A087WYS1	UGP2
C9J3M0	UGP2
C9J6Q0	UGP2
C9JNZ1	UGP2
C9JQU9	UGP2
C9JTZ5	UGP2
C9JUW1	UGP2
C9JVG3	UGP2
C9JWG0	UGP2
D6W5E6	UGP2 hCG_22382
E7EUC7	UGP2
F2Z3H1	UGP2
F2Z3P4	UGP2
F8WC70	UGP2
F8WDA2	UGP2
H7C500	UGP2
Q16851	UGP2 UGP1
Q53QE9	UGP2
A0A024R0W3	SLC38A2 hCG_39510
F8VQW8	SLC38A2
F8VUY8	SLC38A2
Q96QD8	SLC38A2 ATA2 KIAA1382 SAT2 SNAT2
E9PLB2	IPO7
E9PLJ0	IPO7
L8E8A9	IPO7
O95373	IPO7 RANBP7
A0A024RBD0	NUDT4 hCG_2015089
A0A0C4DGJ4	NUDT4
F8VRL4	NUDT4
F8VRR0	NUDT4
Q9NZJ9	NUDT4 DIPP2 KIAA0487 HDCMB47P
A0A024R408	ARPC2 hCG_16304
C9JTV5	ARPC2
G5E9J0	ARPC2 hCG_16304
G5E9S7	ARPC2 hCG_16304
H7C3F9	ARPC2
O15144	ARPC2 ARC34 PRO2446
Q53R19	ARPC2 hCG_16304
D6RD66	WDR1
L8E9Y5	WDR1
O75083	WDR1
Q53GN4	WDR1 hCG_19377
M0R1Y2	KDELR1
P24390	KDELR1 ERD2.1
G5E9Z2	CLPTM1L CRR9 hCG_1810932
Q96KA5	CLPTM1L CRR9
A0A2P9DU05	ROCK2
C9JFJ0	ROCK2
D6REE7	ROCK2
E9PF63	ROCK2
O75116	ROCK2 KIAA0619
Q14DU5	ROCK2
E9PKU4	RPL8
E9PKZ0	RPL8
E9PP36	RPL8
G3V1A1	RPL8 hCG_24000
H0YF23	RPL8
P62917	RPL8
B4DVS0	SNRPB hCG_2039421
P14678	SNRPB COD SNRPB1
Q15182	SNRPB
Q66K91	SNRPB hCG_2039421
Q9UIS4	SNRPB
S4R3P3	SNRPB
C9JXZ0	PLOD2
E7ETU9	PLOD2
F8WEW3	PLOD2
O00469	PLOD2
Q96AR9	PLOD2
Q96QU5	PLOD2
P20618	PSMB1 PSC5
A0A024R9X5	GNPDA2 hCG_32909
Q8TDQ7	GNPDA2 GNP2
V9GYK3	GNPDA2
V9GYW0	GNPDA2
A0A087WYS0	IMMT
B9A067	IMMT
C9J406	IMMT
D6RAW4	IMMT
H7C463	IMMT
Q05DN3	IMMT
Q16891	IMMT HMP MIC60 MINOS2 PIG4 PIG52
Q3B7X4	IMMT
A0A087WUV8	BSG
A0A087X215	BSG
A0A087X2B5	BSG
A0A2R8YDZ0	BSG
I3L192	BSG
P35613	BSG UNQ6505/PRO21383
Q54A51	hEMMPRIN BSG hCG_20562
R4GMX5	BSG
R4GN83	BSG
A0MNN4	SMU1 hCG_30278
Q2TAY7	SMU1
A0A090N8P3	FKBP9 tcag7.1016
A7YQ73	FKBP9
C9J4P8	FKBP9
O95302	FKBP9 FKBP60 FKBP63
P68106	FKBP1B FKBP12.6 FKBP1L FKBP9 OTK4
E9PJ62	RRM1
E9PL69	RRM1
E9PP77	RRM1
E9PRY9	RRM1
H0YCY7	RRM1
P23921	RRM1 RR1
C9IYE8	RPE
C9IZU8	RPE
C9J6A7	RPE
C9J8S0	RPE
C9J9T0	RPE hCG_2012337
C9JCL8	RPE
E7ESZ6	RPE
E9PBG9	RPE
F8WBT4	RPE
Q96AT9	RPE HUSSY-17
O60341	KDM1A AOF2 KDM1 KIAA0601 LSD1
R4GMP9	KDM1A
R4GMQ1	KDM1A
A0A024QZ91	ATXN2L hCG_1747190
A0A024QZB7	ATXN2L hCG_1747190
A0A024QZC0	ATXN2L hCG_1747190
A0A0C4DGL7	ATXN2L
H3BMX1	ATXN2L
H3BPQ7	ATXN2L
H3BQ14	ATXN2L
H3BQX7	ATXN2L
H3BRB0	ATXN2L
H3BSK9	ATXN2L
H3BSQ5	ATXN2L
H3BUE3	ATXN2L
H3BUF6	ATXN2L
Q8WWM7	ATXN2L A2D A2LG A2LP A2RP
A0A024R5S5	EIF3S1 EIF3J hCG_39324
H0YGJ7	EIF3J
H0YLP3	EIF3J
O75822	EIF3J EIF3S1 PRO0391
A8MYV6	HIF1A hCG_21199
D0VY79	HIF1A hCG_21199
F8W9L0	HIF1A
Q16665	HIF1A BHLHE78 MOP1 PASD8
A0A0A0MTN0	CUL2
Q13617	CUL2
Q5T2B5	CUL2
Q5T2B7	CUL2
Q9UKD2	MRTO4 C1orf33 MRT4
A0A024R6P3	CDCA4 hCG_1748362
Q9BXL8	CDCA4 HEPP
A0A024RBY9	HCCS hCG_401192
P53701	HCCS CCHL
C9JLW8	MCRIP1 FAM195B GRAN2
I3L2L5	MCRIP1
I3L317	MCRIP1
I3L3A7	MCRIP1
I3L3C1	MCRIP1
I3L4Q0	MCRIP1 hCG_1818442
Q10713	PMPCA INPP5E KIAA0123 MPPA
Q24JU5	PMPCA
Q5SXN9	PMPCA
Q9BT52	PMPCA
A0A0G2JM12	CSNK2B
A0A0G2JM58	CSNK2B
B4DUJ4	CSNK2B CSNK2B-LY6G5B-532 CSNK2B-LY6G5B-560 hCG_43725
N0E466	CSNK2B CSNK2B-LY6G5B-1327 hCG_43725
N0E472	CSNK2B CSNK2B-LY6G5B--991
N0E4C7	CSNK2B
N0E638	CSNK2B
N0E644	CSNK2B CSNK2B-LY6G5B-562
N0E650	CSNK2B
N0E6I8	CSNK2B
P67870	CSNK2B CK2N G5A
Q5SRQ3	CSNK2B CSNK2B-LY6G5B-1181
Q5SRQ6	CSNK2B hCG_43725
C9J6J8	SQSTM1
C9JRJ8	SQSTM1
D6RBF1	SQSTM1
E3W990	SQSTM1
E7EMC7	SQSTM1
E9PFW8	SQSTM1
Q13501	SQSTM1 ORCA OSIL
B1APP6	PFKP
B1APP8	PFKP
H0Y3Y3	PFKP
H0Y757	PFKP
Q01813	PFKP PFKF
Q49A78	PFKP
Q5VSR5	PFKP
V9GY25	PFKP
V9GYV7	PFKP
E2QRN8	UGGT1
F8WCE6	UGGT1
F8WCI2	UGGT1
H7BZG0	UGGT1
L8ECI4	UGGT1
Q9NYU2	UGGT1 GT UGCGL1 UGGT UGT1 UGTR
D3DWF3	PLK1 hCG_23854
I3L2H5	PLK1
I3L309	PLK1
I3L387	PLK1
P53350	PLK1 PLK
A0A0A0MRI2	SNX6 hCG_2013610
B4DJS7	SNX6 hCG_2013610
G3V2U1	SNX6
G3V4Z5	SNX6
G3V589	SNX6
G3V5U2	SNX6
G3V5X9	SNX6
H0YJF8	SNX6
Q9UNH7	SNX6
A0A024R915	ACBD6 hCG_24482
A0A2R8Y544	ACBD6
Q9BR61	ACBD6
I3L0J9	PRPF8
I3L1T8	PRPF8
I3L3Z8	PRPF8
Q6P2Q9	PRPF8 PRPC8
K7EM75	UBE2S
K7EPJ1	UBE2S
Q16763	UBE2S E2EPF OK/SW-cl.73
Q6NXQ4	UBE2S
A0A1W2PP10	VPS35
A0A3B3ITD4	VPS35
H3BRJ7	VPS35
I3L4S0	VPS35
Q96QK1	VPS35 MEM3 TCCCTA00141
A0A0S2Z3S0	GPD2
E7EM56	GPD2
E9PDK4	GPD2
F5GYK7	GPD2
P43304	GPD2
Q53RD0	GPD2
Q53T76	GPD2
A0A087WT12	GPX4
A0A087X247	GPX4
A0A087X2I2	GPX4
A0A0A0MTT1	GPX4
D6W5Y2	GPX4 hCG_21576
K7EJ20	GPX4
K7EKX7	GPX4
K7ENB4	GPX4
K7ERP4	GPX4
P36969	GPX4
Q6PI42	GPX4
R4GNE4	GPX4
A0A024RBE7	TMPO hCG_2015322
A0A024RBH7	TMPO hCG_2015322
G5E972	TMPO hCG_2015322
H0YJH7	TMPO
P42166	TMPO LAP2
P42167	TMPO LAP2
A2RRQ1	XRN2
Q9H0D6	XRN2
A0A087WV22	RPL10
A6QRI9	RPL10
B8A6G2	RPL10
F8W7C6	RPL10
H7C123	RPL10
H7C2C5	RPL10
H7C2U2	RPL10
P27635	RPL10 DXS648E QM
Q9GZW2	RPL10 hCG_2008007
X1WI28	RPL10
X5D2T3	RPL10
